column_name	sample_values_truncated
Identity	TE│TE│TE│TE│TE│TE│TE│TE
Wind Direction	ENE│ENE│NNE│NNE│NE│NE│NE│NNE
Events	Snow│Snow│Snow│Snow│Snow│Snow│Snow
Unnamed: 4	Clydesdale│Senior
RESERVOIR ID	Reservoir1│Reservoir1│Reservoir1│Reservoir2│Reservoir2│Reservoir2│Reservoir3│Reservoir3
Events	Snow│Snow│Snow│Snow
Status	Federal state│State│State│State│State│State│State│State
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
Events	Fog
SightRange	int│5500│5500│5500│7500│5000│5500│7700
SLOPE_SHAPE	LINEAR,CONCAVE│Lo│Lc│Ag
Wind Direction	ENE│NE│Calm│NNE│ENE│NE│NE│NE
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
TEAM_CITY	Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee│Milwaukee
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
venue_state	CA│MD│MD│GA│MD│MD
location_code_filter	coastal_karst_statistical_region_SI│coastal_karst_statistical_region_SI│coastal_karst_statistical_region_SI│coastal_karst_statistical_region_SI│coastal_karst_statistical_region_SI│coastal_karst_statistical_region_SI│coastal_karst_statistical_region_SI│coastal_karst_statistical_region_SI
__index_level_2__	County│HONOLULU│KAUAI│HAWAII│HONOLULU│MAUI│KAUAI│HAWAII
right_Genre	Pop│Pop│Country│Electronica , Dance & Electronic│Alternative Rock│Country│Dance & Electronic , Dubstep│Dance & Electronic
Wind Direction	Calm│Calm│Calm│Calm│Calm│WSW│Calm│Calm
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Comment	 Name of the mission
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
Wind Direction	West│West│West│West│West│West│SW│WSW
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
EstadoDoc	Si│Si│Si
Las	CAT│CAT
Provider State	AZ│AZ│AZ│AZ│AZ│AZ│AZ│AZ
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
workload	FACE_DETECT│FACE_DETECT│FACE_DETECT│FACE_DETECT│FACE_DETECT│FACE_DETECT│FACE_DETECT│FACE_DETECT
interaction_type	PickedUp│RightGate│RightGate│LeftGate│LeftGate│RightGate│RightGate│LeftGate
Namespace	Geo.Abstractions.Interfaces│Geo.Abstractions.Interfaces│Geo.Abstractions.Interfaces│Geo.Abstractions.Interfaces│Geo│Geo│Geo│Geo
User ID	US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco│US-WEST-CA-San Francisco
Wind Direction	North│NNE│NNE│NE│North│North│North│Variable
region	South West│South East│South West│East│North West│North West│North West│Yorkshire and The Humber
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
recommends	Doesn't Recommend│Recommends│Recommends│Neutral Outlook│Recommends│Doesn't Recommend│Recommends
venue_state	NC│GA│GA
Buffer (Km)	Si│Si│Si│Si│Si│Si│Si│Si
TE_ICM	TE│TE│TE│TE│TE│TE│TE│TE
name	Phaiocalanthe│acaulis│alba│biflora│lyckholmii│brasiliensis│lainezii│lyckholmii
Wind Direction	North│NE│ENE│ENE│NE│North│North│NNE
JP Descr Str	ヴァイスが愛用する両方の手に持つ、二刀流の剣だ。\n遠くの敵には、カマイタチで攻撃できるぞ!!│ヴァイスの武器。両手に持つ。\n│屈強な空の男たちが魚をさばくのにも使う、切れ味が\n抜群のカトラスだ。これでさばいた魚は美味いぞ。│某帝国軍で開発された、雷の力を秘めたカトラスだ。\nこれさえあれば、どんな敵もイチコロだぞ!!
Bobby	Men
TEAM_CITY	Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City│Oklahoma City
name	신화│전설│서사│신화│전설│서사│경이│신화
County	Adair│Adams│Allamakee│Appanoose│Audubon│Benton│Black Hawk│Boone
Wind Direction	South│Calm│Calm│Calm│SW│SW│SW│SW
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Language_ID	psi│pch│pmv│pse│ca│cr│hi│hi
TEAM_CITY	Chicago│Chicago│Chicago│Chicago│Chicago│Chicago│Chicago│LA
__index_level_988__	growth,│mainland’s
photography	forward│in
V26	orderPres│1│2│3│4│5
SHOT_ZONE_BASIC	Restricted Area│Restricted Area│Mid-Range
TEAM_CITY	New York│New York│New York│New York│New York│New York│New York│New York
IL	IL│IL│IL│IL
County	ST. MARTIN│EAST BATON ROUGE│RUTHERFORD│PEARL RIVER│WAYNE│County│ST. MARTIN│EAST BATON ROUGE
-.1	from│Archers│BARBARIAN│BARBARIANS
TEAM_CITY	Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana│Indiana
property_owner_addrprovince	TX│TX│TX│TX
LenderState	VA│VA│VA│VA│VA│VA│VA│VA
deal_status	Completed│Completed│Completed│Completed│Completed│Completed│Completed│Pending
NY	NY│NY│NY│NY│NY│NY│NY│NY
property_owner_addrprovince	TX│CT│CT│TX│TX│CT│TX
Wind Direction	Calm│Calm│East│East│SSE│East│East│ESE
Wind Direction	SW│SW│WSW│SW│SW│SW│SW│SW
Wind Direction	NNE│NNE│NNE│NNE│NNE│North│North│NNE
region_id	north│north│north│north│north│north│middle│middle
Wind Direction	East│ESE│Calm│Calm│Calm│SSW│Calm│Calm
Wind Direction	Calm│Calm│NNW│Calm│Calm│Calm│Calm│Calm
name	San José│Escazú│Desamparados│Puriscal│Tarrazu│Aserri│Mora│Goicoechea
__index_level_1__	Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country│Cross Country
name	Dokmaia│monthadangi│monthadangii
name	Aberdeenshire│Angus│Argyll│Avon│Ayrshire│Banffshire│Bedfordshire│Berkshire
STD-L2	Whitley│Huntington│Noble│Adams│Adams│Allen│Allen│Allen
Categories	Quality│Material│Environment│Environment│Process│Quality│Material│Material
and	where│for│of│war
name	Australian Capital Territory│New South Wales│Northern Territory│Queensland│South Australia│Tasmania│Victoria│Western Australia
SiteName	J E C DITCH│KOCH SPRINKLER IRRIGATION SYSTEM│ENL. WINSOR DITCH│SOFT SNAP DITCH│HOLDER DITCH│LYNN DITCH│DAVIDSON DITCH│SPIRIT MOUNTAIN POWERPLANT ENLARGEMENT OF Buffalo Bill Power Pla
__index_level_6__	C│C│C│C│C│C│C│C
folder_owner_addrprovince	TX│TX│TX│HI│HI│TX│TX
Wind	SSW│WSW│SW│SSW│SW│WSW│SSW│VAR
aggregate	county│county│county│county│county│county│county│county
geoextent	National│National│Local│National│National│Local
TEAM_CITY	Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles│Los Angeles
__index_level_4__	Introduction│,0,
nombreProducto	Tapa bocas con diseño│Tapa bocas con diseño│Tapa bocas con diseño│Tapa bocas con diseño│Tapa bocas con diseño│Tapa bocas con diseño│Tapa bocas con diseño
DL State	FL│FL│FL│FL
Wind Direction	NNE│NNE│NNE│NNE│NNE│NNE│ENE│NE
citation_micro	Sydowia 3: 245 (1949)│Sydowia 3: (1949)
unsettling_description	TODO│TODO│TODO│TODO│TODO│TODO│TODO│TODO
interaction_type	PickedUp│LeftGate│LeftGate│LeftGate│LeftGate│LeftGate│RightGate│RightGate
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
35	 a chicken curry with very dry and tasted a bit funny│35│35│35│35│35│35
Wind	NNW│NNW│NW│WNW│SW│NW│NNW│NW
__index_level_2__	County│BRISTOL│WASHINGTON│WASHINGTON│KENT│KENT│PROVIDENCE│PROVIDENCE
Wind Direction	West│ESE│Calm│Calm│NE│East│East│East
Namespace	GlossaryManager│GlossaryManager│GlossaryManager│GlossaryManager│GlossaryManager│GlossaryManager│GlossaryManager│GlossaryManager
ordenvalido	Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales│Caryophyllales
label	Abdomen│ActiveActionStatus│ActiveNotRecruiting│AerobicActivity│AlbumRelease│AllWheelDriveConfiguration│AnaerobicActivity│Anesthesia
code	CHEAONE│CHEATWO│CHOONE│CHOTWO
groupingname	Grouping-1│Grouping-2│Grouping-3│Grouping-3│Grouping-2
XY_SOURCE	County Batch│County Batch│County Batch│County Batch│County Batch│County Batch│County Map
Wind Direction	West│WSW│West│West│West│WSW│WSW│West
note	 │ │ │ glenodintana│ Pseudolpidiella glenodiniana│ 
topic_description	AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION│AIR_POLLUTION
Downtown	Criterium│Sickle,Sacramento,CA,,Rocknasium│Oaks,CA,,│Plus│Fargo
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
topic_description	HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS│HOBBIES_AND_CRAFTS
Cognome	Coppi│Benvenuto│Conti│Baroffio│Pompi│Gallo│Ceffa│Billia
Provider State	DC│DC│DC│DC│DC│DC│DC│DC
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Wind Direction	NW│NW│WNW│NW│NW│NW│NW│NW
Wind Direction	Variable│Variable│Calm│North│Calm│Calm│Calm│North
FIELD.1	EDWARD
Steward	geo│geo│geo
Cyclocross	Men│Granola/Keystone│Doctor│Club│Velo
OrganisationLabel	Wiltshire Council│Wiltshire Council│Wiltshire Council│Wiltshire Council│Wiltshire Council│Wiltshire Council│Wiltshire Council│Wiltshire Council
external_identifier_value	ocd-division/country:us/state:wv/county:barbour│ocd-division/country:us/state:wv/county:berkeley│ocd-division/country:us/state:wv/county:boone│ocd-division/country:us/state:wv/county:braxton│ocd-division/country:us/state:wv/county:brooke│ocd-division/country:us/state:wv/county:cabell│ocd-division/country:us/state:wv/county:calhoun│ocd-division/country:us/state:wv/county:clay
Events	Fog│Fog│Fog│Fog│Fog│Fog│Fog
cat3	GandT│GandT│Marketing│Construction│Finance│Statewide│Distribution│Distribution
Source	Website│Website
property_owner_addrprovince	MA│MA│MA│MA
Designer	ASSEMBLY\UVLO_MODULE_PCB│in│No
probablelocnodecampo	SI│SI│SI
OrganisationLabel	Forest of Dean District Council│Forest of Dean District Council│Forest of Dean District Council│Forest of Dean District Council│Forest of Dean District Council│Forest of Dean District Council│Forest of Dean District Council│Forest of Dean District Council
Related concepts	land use planning;urban planning;sustainable land management;urb│food security│land use planning;land use;urban planning;sustainable land manag│food security;agriculture│land;research│urbanization│land;research│land;research
region_name_filter	Savinja Statistical Region│Savinja Statistical Region│Savinja Statistical Region│Savinja Statistical Region│Savinja Statistical Region│Savinja Statistical Region│Savinja Statistical Region│Savinja Statistical Region
County	County│BARTHOLOMEW│JENNINGS│WAYNE│OTTAWA│LUCAS│SANDUSKY│ERIE
CA	CA│CA│CA│CA│CA│CA│CA│CA
country_code_filter	LT│LT│LT│LT│LT│LT│LT│LT
Input.word2	Wallet│Wallet│Wallet│Wallet│Wallet│Wallet│Wallet│Wallet
interaction_type	PickedUp│RightGate│RightGate│LeftGate│RightGate│LeftGate│RightGate│RightGate
Hills	ROAD│Mike's│Giant/│Heights,CA,,Team│Francisco,CA,,Squadra│Cyclisme│Pro
__index_level_30__	border│in│was│has│wiping│worry│is
lgID	AL│NL│AL│NL│AL│NL│AL│NL
Events	Fog
Wind Direction	NNE│NNE│North│NNE│NNE│NNE│North│North
topic_description	CRIME│CRIME│CRIME│CRIME│CRIME│CRIME│CRIME│CRIME
TEAM_CITY	Philadelphia│Philadelphia│Philadelphia│Philadelphia│Philadelphia│Philadelphia│Philadelphia│Philadelphia
Wind Direction	West│West│WSW│West│WNW│WNW│West│West
Events	Rain-Thunderstorm│Rain-Thunderstorm│Rain│Rain│Fog│Fog
Wind Direction	ENE│ENE│ENE│ENE│ENE│ENE│NE│ENE
Status	Operational│Operational│Operational│Operational│Operational│Operational│Operational│Operational
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
Wind Direction	North│North│Variable│Variable│North│Variable│Variable│NNE
Region	Latin America & Caribbean│South Asia│Sub-Saharan Africa│Europe & Central Asia│Europe & Central Asia│Middle East & North Africa│Latin America & Caribbean
external_identifier_value	ocd-division/country:us/state:hi/county:hawaii│ocd-division/country:us/state:hi/county:hawaii│ocd-division/country:us/state:hi/county:honolulu│ocd-division/country:us/state:hi/county:hawaii│ocd-division/country:us/state:hi/county:maui│ocd-division/country:us/state:hi/county:maui│ocd-division/country:us/state:hi/county:kauai│ocd-division/country:us/state:hi/county:hawaii
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota
OH/CA	OH/CA│OH/CA│OH/CA│OH/CA
S3	GLAccountCode
category	Community│Community│Community│Community│Community│Household│Household│Household
Wind Direction	ENE│ENE│East│East│ENE│East│East│East
-.1	from│Archers│BARBARIAN│BARBARIANS│ARCHERS│ARCHERS│BARBARIANS
name	Australian Capital Territory│New South Wales│Northern Territory│Queensland│South Australia│Tasmania│Victoria│Western Australia
TEAM_CITY	Memphis│Memphis│Memphis│Memphis│Memphis│Memphis│Memphis│Memphis
TEAM_CITY	LA│LA│LA│LA│LA│LA│LA│LA
Wind Direction	ESE│Calm│Calm│Calm│Calm│Calm│Calm│Calm
__index_level_1__	Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium│Criterium
Region	Baden-Wurttemberg│Bavaria│Berlin│Brandenburg│Bremen│Dolnośląskie│Germany│Hamburg
Playlistname	West and North IAP TV│West and North IAP TV│West and North IAP TV│West and North IAP TV│West and North IAP TV│West and North IAP TV│West and North IAP TV│West and North IAP TV
TEAM_CITY	Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State│Golden State
OTimeModel	OTimeModel│OTimeModel│OTimeModel│OTimeModel│OTimeModel│OTimeModel│OTimeModel│OTimeModel
TEAM_CITY	Washington│Washington│Washington│Washington│Washington│Washington│Washington│Washington
Events	Snow│Snow
OrganisationLabel	SNH District Council│SNH District Council│SNH District Council│SNH District Council│SNH District Council│SNH District Council│SNH District Council│SNH District Council
__index_level_25__	a│(a3)│that
Mary	D│Park
Region	Latin America & Caribbean│South Asia│Sub-Saharan Africa│Europe & Central Asia│Europe & Central Asia│Middle East & North Africa│Latin America & Caribbean
Wind Direction	Calm│Calm│South│SW│WSW│WSW│WSW│WSW
Language_ID	psi│pma│pmv│ma│pda│pdh│la│la
Unnamed: 0	Alabama│Alaska│Arizona│Arkansas│California│Colorado│Connecticut│Delaware
NMSPC_CD	KC-IDM│KC-IDM│KC-IDM│KC-IDM│KC-IDM│KC-IDM│KC-IDM│KC-IDM
TEAM_CITY	Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Minnesota│Sacramento
County	DUVAL│County│DUVAL│CALDWELL│TALLAPOOSA│ELMORE│CADDO│CADDO
payment_type	Cash│Cash│Cash│Cash│Cash│Cash│Cash│Cash
OrganisationLabel	Adur District Council│Adur District Council│Adur District Council│Adur District Council│Adur District Council│Adur District Council│Adur District Council│Adur District Council
County	County│MONTGOMERY│SCOTT│LEAKE│LEAKE│NESHOBA│WINSTON│BRAZOS
Component	Core│Core│Core│Core│Core│Core│Core│Core
LA	LA│LA│LA│LA│FL│LA│LA│FL
Old.GPO	U.S.│Ala.│Alaska│Ariz.│Ark.│Calif.│Colo.│Conn.
ActivityMediaName	Water│sampleMediaStewards│Water│Water│Water│Water│Water│sampleMediaNwis
